CSD_UID,Geographic_name,Geographic_area_type,Population_2021,Population_2016,Population_pct_change,Total_private_dwellings_2021,Occupied_private_dwellings_2021,Land_area_km2,Population_density_km2
2021A00053506008,"Ottawa, City (CV)",CSD,1017449,934243,8.9,427113,407252,2788.20,364.9
